RAM,Bağlantı Girişleri:,Bluetooth,CihazAgirligi,DokunmatikEkran,EkranBoyutu,GCMT,EkranKartiHafizasi,EkranKartiTipi,EkranKarti,EkranOzelligi,Garanti Tipi:,Görüntü Kalitesi:,HDMI:,Hard Disk Kapasitesi:,Kapasite:,Klavye:,Kullanım Amacı:,Optik Sürücü Tipi:,Optik Sürücü:,Panel Tipi:,Ram (Sistem Belleği):,Renk:,SSD Kapasitesi:,Web Color:,Çözünürlük Standartı:,Çözünürlük:,IslemciFrekansi,GHz,IslemciModeli,IslemciNesli,IslemciTipi,IslemciCekirdekSayisi,IsletimSistemi,SarJliKullanimSüresi,url,price
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Gri,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,8.199
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,256 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,8.099
32,HDMI,0.0,0.0,0.0,"17,3 inç",0.0,6 GB,0.0,0.0,1.0,Distribütör Garantili,,,,1 GB,Numerik Tuşlu Aydınlatmalı,Oyun,Yok,,,16 GB,,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,1 GB,0.0,Oyun,0.0,"15.195,28"
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,8.399
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,1 TB,0.0,Ofis - İş,0.0,9.199
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Gri,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,8.699
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,2 GB,0.0,0.0,1.0,Distribütör Garantili,,,,512 GB,,Oyun,,,,8 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,512 GB,0.0,Oyun,0.0,9.999
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Gri,256 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,8.399
32,HDMI,0.0,1.0,0.0,"17,3 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,,,IPS,16 GB,,256 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Oyun,0.0,10.769
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,1.0,0.0,Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,512 GB,0.0,Ofis - İş,0.0,"6.399,99"
32,HDMI,0.0,0.0,0.0,15 inç,0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,HD Ready,Var,,4 GB,Q Türkçe,Ev - Okul,Yok,,,4 GB,Siyah,128 GB,,,1366 x 768,0.0,0.0,0.0,1.0,1.0,4 GB,0.0,Ev - Okul,0.0,"4.889,99"
32,HDMI,0.0,1.0,0.0,14 inç,0.0,Paylaşımlı,1.0,0.0,1.0,İthalatçı Garantili,HD Ready,Var,,512 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,512 GB,0.0,Ofis - İş,0.0,"8.499,99"
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,1.0,0.0,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,TN,16 GB,Gri,1 TB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,1 TB,0.0,Ofis - İş,0.0,5.899
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,4 GB ve altı,1.0,0.0,1.0,Distribütör Garantili,,,,512 GB,Aydınlatmalı,Oyun,Yok,,,8 GB,Siyah,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,512 GB,1.0,Oyun,0.0,"11.449,98"
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,7.899
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,256 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,7.599
32,HDMI,0.0,0.0,0.0,14 inç,0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,,,Yok,Numerik Tuşlar Yok,Ofis - İş,Yok,,,8 GB,Siyah,256 GB,,,1366 x 768,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,5.375
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Gri,256 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,7.799
16,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,Full HD,Var,,512 GB,Numerik Tuşlu,Ofis - İş,Yok,,IPS,8 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,1.0,1.0,1.0,512 GB,0.0,Ofis - İş,0.0,6.689
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Oyun,0.0,8.699
16,HDMI,0.0,0.0,0.0,14 inç,0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,,,Yok,Aydınlatmalı,Ofis - İş,Yok,,IPS,8 GB,Gümüş,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,1.0,Ofis - İş,0.0,8.499
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,,,256 GB,Q Türkçe,Ev - Okul,Yok,,,8 GB,Siyah,256 GB,,,1366 x 768,0.0,0.0,0.0,1.0,1.0,256 GB,0.0,Ev - Okul,0.0,"5.095,90"
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,2 GB,0.0,0.0,1.0,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gümüş,256 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,1 TB,0.0,Ofis - İş,0.0,8.440
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Siyah,256 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,5.449
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,2 GB,0.0,0.0,1.0,Distribütör Garantili,HD Ready,Var,,8 GB,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Siyah,256 GB,,HD Ready (HD),1366 x 768,0.0,0.0,0.0,1.0,1.0,8 GB,0.0,Ofis - İş,0.0,"7.069,99"
32,HDMI,0.0,0.0,0.0,14 inç,0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,DVD RW,,,16 GB,Siyah,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,8.599
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Siyah,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,7.549
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Beyaz,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,6.149
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,HD Ready,,,1 GB,Numerik Tuşlu,Ofis - İş,Yok,,TN,8 GB,,256 GB,Gri,HD Ready (HD),1366 x 768,0.0,0.0,0.0,1.0,1.0,1 GB,0.0,Ofis - İş,0.0,9.999
64,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımsız,1.0,0.0,1.0,İthalatçı Garantili,,Var,,32 GB,Q Türkçe,Ev - Okul,Yok,,,4 GB,Gri,32 GB,,,1366 x 768,0.0,0.0,0.0,1.0,1.0,32 GB,0.0,Ev - Okul,0.0,4.099
8,HDMI,0.0,0.0,0.0,14 inç,0.0,Paylaşımlı,1.0,0.0,1.0,Casper Türkiye Garantili,HD Ready,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,8 GB,Gümüş,240 GB,,HD Ready (HD),1366 x 768,0.0,1.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,5.549
12,HDMI,1.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Yok,,Yok,Q Türkçe,Ev - Okul,Yok,,TN,4 GB,Gri,256 GB,,HD Ready (HD),1366 x 768,0.0,0.0,0.0,0.0,1.0,Yok,0.0,Ev - Okul,0.0,4.599
32,HDMI,0.0,1.0,0.0,"17,3 inç",0.0,8 GB,0.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Oyun,0.0,17.099
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,256 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,1 TB,0.0,Ofis - İş,0.0,10.659
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,1 TB,0.0,Ofis - İş,0.0,10.549
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,,,,,Yok,Aydınlatmalı,Oyun,Yok,,,8 GB,,256 GB,,,,0.0,0.0,0.0,1.0,1.0,Yok,1.0,Oyun,0.0,8.499
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,256 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,10.309
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,256 GB,Q Türkçe,Ev - Okul,Yok,,,8 GB,Gümüş,256 GB,,,1366 x 768,0.0,0.0,0.0,1.0,1.0,256 GB,0.0,Ev - Okul,0.0,7.799
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,6 GB,0.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,Yok,,IPS,16 GB,,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Oyun,0.0,12.699
32,HDMI,1.0,1.0,0.0,"15,6 inç",0.0,6 GB,0.0,0.0,1.0,Distribütör Garantili,,,,512 GB,Q Türkçe,Oyun,Yok,,IPS,16 GB,,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,512 GB,0.0,Oyun,0.0,15.299
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,8 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Oyun,0.0,10.899
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,2 GB,0.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,DVD Okuyucu,,TN,8 GB,Gri,256 GB,,,1366 x 768,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,7.299
32,HDMI,0.0,0.0,0.0,"13,3 inç",0.0,Paylaşımsız,1.0,0.0,1.0,Distribütör Garantili,,,,512 GB,Q Türkçe,Ev - Okul,Yok,,,16 GB,Gri,512 GB,,,2560 x 1600,0.0,0.0,0.0,1.0,1.0,512 GB,0.0,Ev - Okul,0.0,16.399
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,2 GB,0.0,0.0,1.0,Distribütör Garantili,HD Ready,Var,,512 GB,Aydınlatmalı,Ev - Okul,Yok,,IPS,8 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,512 GB,1.0,Ev - Okul,0.0,6.700
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,9.349
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,1 TB,0.0,Ofis - İş,0.0,9.669
32,HDMI,0.0,0.0,0.0,"15,6 inç",1.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,256 GB,Q Türkçe,Ev - Okul,Yok,,IPS,4 GB,Siyah,256 GB,,,1366 x 768,1.0,0.0,0.0,1.0,1.0,256 GB,0.0,Ev - Okul,0.0,4.699
32,HDMI,1.0,1.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,Var,,16 GB,Q Türkçe,Oyun,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,16 GB,0.0,Oyun,0.0,10.599
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,,,Yok,RGB,Ofis - İş,Yok,,,8 GB,Gri,Yok,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,"15.647,90"
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,64 GB,Gri,2 TB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,"29.964,38"
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,256 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,1 TB,0.0,Ofis - İş,0.0,10.359
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,10.409
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,1 TB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,1 TB,0.0,Ofis - İş,0.0,"24.242,02"
32,HDMI,1.0,0.0,0.0,14 inç,0.0,2 GB,0.0,0.0,1.0,Distribütör Garantili,Full HD,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,20 GB,Gri,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,1.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,9.449
32,HDMI,0.0,0.0,0.0,16 inç,0.0,8 GB,0.0,0.0,1.0,Distribütör Garantili,Full HD,Var,,256 GB,Q Türkçe,Oyun,Yok,,,8 GB,Siyah,256 GB,,,1920 x 1200,0.0,0.0,1.0,1.0,1.0,256 GB,0.0,Oyun,0.0,7.789
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,2 TB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,"28.923,95"
32,HDMI,1.0,0.0,0.0,14 inç,0.0,2 GB,0.0,0.0,1.0,Distribütör Garantili,Full HD,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,20 GB,Gri,256 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,1.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,9.149
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,6 GB,0.0,0.0,1.0,Distribütör Garantili,,Var,,16 GB,Numerik Tuşlu,Oyun,Yok,,,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,16 GB,0.0,Oyun,0.0,12.999
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,2 TB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,"29.096,77"
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,1 TB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,1 TB,0.0,Ofis - İş,0.0,"24.866,28"
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,1 TB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,"23.929,89"
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,10.109
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,Paylaşımsız,0.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ev - Okul,Yok,,,8 GB,Siyah,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ev - Okul,0.0,7.850
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,64 GB,Gri,1 TB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,"26.530,96"
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,2 GB,0.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,Yok,,,8 GB,Siyah,256 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Oyun,0.0,9.699
32,HDMI,0.0,0.0,0.0,13 inç,0.0,4 GB,1.0,0.0,1.0,Distribütör Garantili,,,,Yok,Aydınlatmalı,Ev - Okul,Yok,,,16 GB,Gri,256 GB,,,2560 x 1600,0.0,0.0,0.0,1.0,1.0,Yok,1.0,Ev - Okul,0.0,17.599
32,HDMI,0.0,0.0,0.0,14 inç,0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ev - Okul,Yok,,,8 GB,Siyah,512 GB,,,1366 x 768,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ev - Okul,0.0,6.239
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Siyah,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,5.849
32,HDMI,0.0,1.0,0.0,"15,6 inç",0.0,2 GB,0.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,1 TB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,"14.342,73"
32,HDMI,0.0,0.0,0.0,"13,3 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,,,Yok,Aydınlatmalı,Oyun,DVD Yazıcı,,,16 GB,Siyah,512 GB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,1.0,Oyun,0.0,14.799
8,HDMI,1.0,0.0,0.0,"15,6 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,HD Ready,Var,,256 GB,Q Türkçe,Ofis - İş,Yok,,TN,4 GB,Gri,256 GB,,HD Ready (HD),1366 x 768,0.0,0.0,0.0,1.0,1.0,256 GB,0.0,Ofis - İş,0.0,4.785
32,HDMI,0.0,1.0,0.0,"15,6 inç",1.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ev - Okul,DVD RW,,,8 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ev - Okul,0.0,7.799
32,HDMI,0.0,0.0,0.0,13 inç,0.0,Paylaşımsız,1.0,0.0,1.0,Distribütör Garantili,,,,Yok,Aydınlatmalı,Ofis - İş,Yok,,,8 GB,Gri,256 GB,,,2160 x 1440,0.0,0.0,0.0,1.0,1.0,Yok,1.0,Ofis - İş,0.0,6.421
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,4 GB ve altı,0.0,0.0,1.0,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Siyah,1 TB,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ofis - İş,0.0,"17.749,01"
32,HDMI,0.0,0.0,0.0,"15,6 inç",0.0,2 GB,0.0,0.0,1.0,Distribütör Garantili,HD Ready,Var,1 TB,256 GB,Q Türkçe,Oyun,Yok,,IPS,8 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,256 GB,0.0,Oyun,0.0,7.999
32,HDMI,0.0,0.0,0.0,11 inç,0.0,2 GB,1.0,0.0,1.0,İthalatçı Garantili,HD Ready,Var,,32 GB,Q Türkçe,Ofis - İş,Yok,,IPS,2 GB,Siyah,Yok,,,1920 x 1080,0.0,0.0,0.0,1.0,1.0,32 GB,0.0,Ofis - İş,0.0,"2.239,99"
32,HDMI,0.0,1.0,1.0,"13,3 inç",0.0,16 GB,1.0,0.0,1.0,İthalatçı Garantili,HD Ready,Var,500 GB,16 GB,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Mavi,512 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,0.0,16 GB,0.0,Ofis - İş,0.0,"16.699,99"
16,HDMI,1.0,0.0,0.0,"15,6 inç",0.0,2 GB,0.0,0.0,1.0,Distribütör Garantili,HD Ready,Var,,512 GB,Q Türkçe,Ofis - İş,Yok,,TN,8 GB,Beyaz,512 GB,,HD Ready (HD),1366 x 768,0.0,0.0,0.0,1.0,1.0,512 GB,0.0,Ofis - İş,0.0,6.799
32,HDMI,0.0,0.0,0.0,"13,3 inç",0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,,,512 GB,Q Türkçe,Ev - Okul,Yok,,,32 GB,Gri,512 GB,,,2560 x 1440,0.0,0.0,0.0,1.0,1.0,512 GB,0.0,Ev - Okul,0.0,21.599
32,HDMI,1.0,0.0,0.0,14 inç,0.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ev - Okul,Yok,,,8 GB,Siyah,256 GB,,,1366 x 768,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Ev - Okul,0.0,5.849
32,HDMI,0.0,1.0,0.0,14 inç,0.0,16 GB,1.0,0.0,1.0,İthalatçı Garantili,HD Ready,Var,1 TB,16 GB,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Gri,1 TB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,16 GB,0.0,Ofis - İş,0.0,"11.599,99"
8,HDMI,0.0,0.0,0.0,"15,6 inç",1.0,Paylaşımlı,1.0,0.0,1.0,Distribütör Garantili,,Var,1 TB,1 TB,Q Türkçe,Ev - Okul,Yok,,IPS,4 GB,Siyah,Yok,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,1 TB,0.0,Ev - Okul,0.0,4.599
32,HDMI,1.0,0.0,0.0,"15,6 inç",0.0,4 GB,0.0,0.0,1.0,Distribütör Garantili,,Var,,Yok,Numerik Tuşlu Aydınlatmalı,Oyun,Yok,,IPS,16 GB,Siyah,500 GB,,Full HD (FHD),1920 x 1080,0.0,0.0,0.0,1.0,1.0,Yok,0.0,Oyun,0.0,13.499
