RAM,Bağlantı Girişleri:,Bluetooth,CihazAgirligi,DokunmatikEkran,EkranBoyutu,GCMT,EkranKartiHafizasi,EkranKartiTipi,EkranKarti,EkranOzelligi,Garanti Tipi:,Görüntü Kalitesi:,HDMI:,Hard Disk Kapasitesi:,Kapasite:,Klavye:,Kullanım Amacı:,Optik Sürücü Tipi:,Optik Sürücü:,Panel Tipi:,Ram (Sistem Belleği):,Renk:,SSD Kapasitesi:,Web Color:,Çözünürlük Standartı:,Çözünürlük:,IslemciFrekansi,GHz,IslemciModeli,IslemciNesli,IslemciTipi,IslemciCekirdekSayisi,IsletimSistemi,SarJliKullanimSüresi,url,price
32,HDMI,1.0,1.0,1.0,"14,1 inç",1.0,8 GB,0.0,1.0,Full HD,Distribütör Garantili,,,,256 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gümüş,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,256 GB,Q Türkçe,Ofis - İş,https://www.trendyol.com//huawei/gumus-matebook-d-14-intel-256-gb-8-gb-mystic-leptop-p-54554885?boutiqueId=544254&merchantId=170393,7.699
32,HDMI,1.0,1.0,1.0,14 inç,1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,512 GB,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Q Türkçe,Ofis - İş,https://www.trendyol.com//asus/expertbook-b9450fa-intel-core-i7-10510u-16gb-512gb-ssd-freedos-14-fhd-p-53584837?boutiqueId=544254&merchantId=117279,13.199
32,HDMI,1.0,0.0,1.0,"15,6 inç",0.0,Paylaşımlı,0.0,1.0,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ev - Okul,Yok,,,4 GB,Siyah,128 GB,,,1366 x 768,HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ev - Okul,https://www.trendyol.com//asus/x540na-gq063z1-celeron-n3350-4gb-128gb-ssd-fdos-15-6-p-60122217?boutiqueId=544254&merchantId=109354,"4.362,62"
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,Yok,,,64 GB,Gri,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Oyun,https://www.trendyol.com//dell/g315-4b750f85c18-i7-10750h-64gb-256ssd-gtx1650ti-freedos-15-6-fhd-tasinabilir-bilgisayar-p-58932862?boutiqueId=544254&merchantId=106664,12.999
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,6 GB,1.0,1.0,Full HD,Distribütör Garantili,HD Ready,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,32 GB,Gri,1 TB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Oyun,https://www.trendyol.com//lenovo/legion-7-15imh05-81yt008ntx-i7-10750h-32gb-1tb-ssd-6gb-rtx2060-15-6-freedos-p-59272261?boutiqueId=544254&merchantId=105378,20.009
32,HDMI,0.0,1.0,1.0,14 inç,1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkpad-e14-20ras04k00-intel-core-i7-10510u-16gb-512gb-ssd-rx640-14-freedos-p-41216452?boutiqueId=544254&merchantId=107168,11.659
32,HDMI,1.0,1.0,1.0,14 inç,1.0,Paylaşımlı,0.0,0.0,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,12 GB,Gri,512 GB,,,1366 x 768,HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/ideapad-3-amd-ryzen-3-3250u-12gb-512gb-ssd-freedos-14-tasinabilir-bilgisayar-81w00057tx5-p-56657038?boutiqueId=544254&merchantId=107092,5.999
16,HDMI,1.0,0.0,1.0,"16,1 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,1 TB,1 TB,Aydınlatmalı,Oyun,Yok,,IPS,16 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Aydınlatmalı,Oyun,https://www.trendyol.com//hp/pavilion-gaming-16-a0006nt-core-i5-10300h-16gb-1tb-256gb-ssd-gtx1650-w10-16-1-fhd-1y7e0ea-p-51755959?boutiqueId=544519&merchantId=107405,9.999
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Oyun,https://www.trendyol.com//acer/nitro-an515-44-r5-4600h-16gb-512gb-ssd-gtx-1650ti-linux-15-6-fhd-nh-q9hey-005-dizustu-bilgisayar-p-51737568?boutiqueId=544254&merchantId=106740,"8.499,99"
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,Yok,,,20 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Q Türkçe,Ofis - İş,https://www.trendyol.com//asus/d509da-ej181a23-amd-ryzen-5-3500u-20gb-512gb-ssd-w10-pro-15-6-fhd-p-58131331?boutiqueId=544254&merchantId=155616,"8.765,64"
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,8 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,64 GB,Gri,2 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/siyah-thinkstation-t15g-intel-core-i7-dizustu-bilgisayar-p-63118184?boutiqueId=544254&merchantId=109354,"31.400,18"
16,HDMI,1.0,0.0,1.0,"15,6 inç",0.0,Paylaşımsız,0.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,4 GB,Siyah,256 GB,,Full HD (FHD),1280 x 800,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//dell/vostro-3501-core-i3-1005g1-4gb-256gb-ssd-15-6-hd-freedos-n6502vn3501emea0_u-laptop-p-61601858?boutiqueId=544254&merchantId=107965,4.769
8,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,HD Ready,,,Yok,Numerik Tuşlu,Ofis - İş,Yok,,IPS,8 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Numerik Tuşlu,Ofis - İş,https://www.trendyol.com//asus/x509jb-ej032-i7-1065g7-8gb-512gb-ssd-2gb-mx110-15-6-freedos-dizustu-bilgisayar-p-45326163?boutiqueId=544519&merchantId=121474,8.429
32,HDMI,0.0,0.0,1.0,"17,3 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,,512 GB,Q Türkçe,Oyun,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Q Türkçe,Oyun,https://www.trendyol.com//acer/ph317-54-78cw-i7-10750h-16gb-512ssd-gtx1650ti-17-3-linux-nh-q9uey-002-p-48919516?boutiqueId=544254&merchantId=106740,12.999
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//acer/nx-efqey-002-intel-core-i5-6300u-8gb-256gb-ssd-mx130-2gb-15-6-fhd-freedos-p-50059523?boutiqueId=544519&merchantId=247616,6.749
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,4 GB,Gri,256 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/v15-ada-amd-athlon-gold-3150u-4gb-256ssd-freedos-82c7001mtx-p-42932929?boutiqueId=544254&merchantId=105061,4.495
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,1 TB,256 GB,Q Türkçe,Oyun,Yok,,,16 GB,Siyah,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,256 GB,Q Türkçe,Oyun,https://www.trendyol.com//asus/fx505dt-bq036a23-amd-r7-3750h-16gb-1tb-256gb-ssd-gtx1650-windows-10-home-15-6-fhd-p-51134656?boutiqueId=544254&merchantId=155616,"11.665,84"
32,HDMI,1.0,1.0,0.0,"13,3 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,HD Ready,,,Yok,Numerik Tuşlar Yok,Ev - Okul,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Numerik Tuşlar Yok,Ev - Okul,https://www.trendyol.com//hp/siyah-dizustu-bilgisayar-elite-dragonfly-15v00es-i7-8565u-16gb-512gb-ssd-13-3-touch-windows-10-pro-p-49225869?boutiqueId=544254&merchantId=105378,15.009
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ev - Okul,Yok,,,12 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ev - Okul,https://www.trendyol.com//lenovo/v15-82c7001jtx07-ryzen5-3500u-12gb-512ssd-15-6-freedos-fhd-tasinabilir-bilgisayar-p-57270688?boutiqueId=544254&merchantId=106664,6.549
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,12 GB,Gri,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/e15-20t8001utx05-ryzen7-4700u-12gb-256ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-58936318?boutiqueId=544254&merchantId=106664,7.649
32,HDMI,1.0,1.0,1.0,14 inç,1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,HD Ready,,,Yok,Numerik Tuşlar Yok,Ev - Okul,Yok,,IPS,32 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Numerik Tuşlar Yok,Ev - Okul,https://www.trendyol.com//dell/latitude-5401-i7-9850h-32gb-512gb-ssd-14-windows-10-pro-p-58400866?boutiqueId=544254&merchantId=105378,13.259
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,1 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/ip-gaming-3-15imh05-intel-core-i7-10750h-16gb-1tb-ssd-gtx1650ti-w10-home-15-6-d3txa8-p-53564072?boutiqueId=544254&merchantId=155616,"15.702,36"
32,HDMI,1.0,1.0,0.0,"13,3 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Siyah,1 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkbook-plus-20tg005rtx01-i7-10510u-16gb-1tbssd-13-3-fhd-w10p-tasinabilir-bilgisayar-p-48456876?boutiqueId=544254&merchantId=106664,12.049
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,2 GB,1.0,1.0,HD,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,DVD Okuyucu,,TN,12 GB,Gri,512 GB,,,1366 x 768,HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/ideapad-l3-15iml05-i5-10210u-12gb-1tb-hdd-512gb-ssd-2gb-mx130-freedos-15-6-hd-81y3001ctx19-p-62831376?boutiqueId=544519&merchantId=107092,8.199
32,HDMI,1.0,0.0,1.0,14 inç,1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Gri,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/e14-i5-10210u-16gb-256gb-ssd-20ra005ftxz1-fdos-14-fhd-p-55581268?boutiqueId=544254&merchantId=109354,"8.027,21"
32,HDMI,1.0,1.0,1.0,14 inç,1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Gri,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/e14-i7-10510u-16gb-512gb-ssd-20ra005ctxz16-fdos-14-fhd-p-55612148?boutiqueId=544254&merchantId=109354,"9.679,94"
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,2 GB,1.0,1.0,HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,DVD Okuyucu,,TN,8 GB,Gri,512 GB,,,1366 x 768,HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/ideapad-l3-15iml05-i5-10210u-8gb-512gb-ssd-2gb-mx130-freedos-15-6-hd-81y3001ctx10-p-62857276?boutiqueId=544254&merchantId=107092,7.699
128,HDMI,1.0,1.0,1.0,14 inç,1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ev - Okul,Yok,,IPS,4 GB,Gümüş,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ev - Okul,https://www.trendyol.com//hp/340s-g7-1q2w6es-i3-1005g1-4gb-256gb-ssd-freedos-14-full-hd-bilgisayar-p-62812703?boutiqueId=544254&merchantId=234399,5.299
32,HDMI,1.0,1.0,1.0,14 inç,1.0,Paylaşımlı,0.0,1.0,HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,Yok,,,20 GB,Gri,512 GB,,,1366 x 768,HD,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/ideapad-3-amd-ryzen-3-3250u-20gb-512gb-ssd-windows-10-home-14-hd-81w00057txa13-p-62354196?boutiqueId=544254&merchantId=155616,"7.064,51"
32,HDMI,1.0,1.0,1.0,"13,3 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Siyah,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkpad-l13-20r30012tx01-i5-10210u-8gb-512ssd-13-3-fullhd-w10pro-tasinabilir-bilgisayar-p-58926335?boutiqueId=544254&merchantId=106664,9.313
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,8 GB,1.0,1.0,,Distribütör Garantili,,,,1 TB,Q Türkçe,Oyun,,,IPS,32 GB,,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Oyun,https://www.trendyol.com//casper/excalibur-g900-1075-d680a-intel-10-nesil-i7-1075-32gb-ram-1tb-512-ssd-8gb-rtx2070s-w10-p-39573621?boutiqueId=537784&merchantId=114258,19.809
32,HDMI,1.0,1.0,1.0,14 inç,1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,128 GB,Q Türkçe,Ev - Okul,Yok,,,4 GB,Siyah,128 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,128 GB,Q Türkçe,Ev - Okul,https://www.trendyol.com//ilife/zed-air-14-celeron-dc-n3350-4gb-128gb-ssd-o-b-hd500-w10-p-48107896?boutiqueId=544254&merchantId=117907,"4.099,50"
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,HD Ready,,,Yok,Numerik Tuşlar Yok,Ev - Okul,Yok,,IPS,8 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Numerik Tuşlar Yok,Ev - Okul,https://www.trendyol.com//dell/latitude-3510-i5-10210u-8gb-256gb-ssd-15-6-windows-10-pro-p-46387483?boutiqueId=544519&merchantId=189905,7.699
64,HDMI,1.0,1.0,1.0,"17,3 inç",1.0,8 GB,1.0,1.0,4K Ultra HD,Distribütör Garantili,,Var,1 TB,1 TB,Q Türkçe,Oyun,Yok,,IPS,64 GB,Siyah,512 GB,,Ultra HD 4K (UHD),3840 x 2160,4K Ultra HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Oyun,https://www.trendyol.com//msi/gt76-titan-dt-10sgs-095tr-intel-core-i9-10900k-64gb-rtx2080-super-gddr6-8gb-17-3-uhd-windows-10-pro-p-53583638?boutiqueId=544254&merchantId=107183,42.801
32,HDMI,1.0,1.0,1.0,14 inç,1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,,256 GB,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,256 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,256 GB,Q Türkçe,Ofis - İş,https://www.trendyol.com//msi/modern-14-b10rbsw-268xtr-intel-core-i5-10210u-8gb-256gb-ssd-mx350-freedos-14-tasinabilir-bilgisayar-p-62258551?boutiqueId=544519&merchantId=105378,9.779
32,HDMI,0.0,1.0,1.0,"14,1 inç",1.0,8 GB,0.0,0.0,Full HD,Distribütör Garantili,HD Ready,Var,250 GB,256 GB,Q Türkçe,Ofis - İş,DVD Okuyucu,DVD Yazıcı,IPS,8 GB,Gümüş,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,250 GB,256 GB,Q Türkçe,Ofis - İş,https://www.trendyol.com//huawei/matebook-d-14-amd-ryzen-5-3500u-8gb-256gb-ssd-windows-10-home-14-fhd-tasinabilir-bilgisayar-p-52206181?boutiqueId=544519&merchantId=110587,6.799
32,HDMI,1.0,0.0,1.0,14 inç,1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,,1 TB,Numerik Tuşlar Yok,Ofis - İş,Yok,,,32 GB,Siyah,1 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Numerik Tuşlar Yok,Ofis - İş,https://www.trendyol.com//lenovo/e14-20ras04k00a9-i7-10510u-32gb-1tb-1tbssd-2gb-14-fullhd-freedos-tasinabilir-bilgisayar-p-42184671?boutiqueId=544254&merchantId=106664,11.499
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,QHD,İthalatçı Garantili,,,,Yok,Aydınlatmalı,Ofis - İş,Yok,,,16 GB,Gri,1 TB,,,1920 x 1200,QHD,İthalatçı Garantili,HD Ready,Var,1 TB,Yok,Aydınlatmalı,Ofis - İş,https://www.trendyol.com//dell/precision-m5550-t01-i9-10885h-16gb-1tb-ssd-t2000-w10pro-15-6-fhd-tasinabilir-is-istasyonu-p-66186993?boutiqueId=544254&merchantId=106664,"24.149,01"
32,HDMI,1.0,1.0,1.0,14 inç,1.0,4 GB ve altı,1.0,1.0,Full HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Ev - Okul,Yok,,,8 GB,Kırmızı,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Q Türkçe,Ev - Okul,https://www.trendyol.com//msi/modern-14-b10rbsw-269tr-intel-core-i5-10210u-8gb-512gb-ssd-mx350-windows-10-home-14-fhd-p-62259032?boutiqueId=544254&merchantId=105378,10.899
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/e15-20t8001utx01-ryzen7-4700u-8gb-256ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-58936310?boutiqueId=544254&merchantId=106664,7.499
32,HDMI,0.0,0.0,1.0,"15,6 inç",1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Oyun,Yok,,TN,8 GB,Gri,Yok,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Oyun,https://www.trendyol.com//casper/nirvana-s500-1021-8t50x-g-f-15-6-intel-core-i5-10210u-8gb-ddr4-ram-1tb-hdd-mx230-dos-fhd-p-35238166?boutiqueId=544254&merchantId=111877,7.349
32,HDMI,1.0,0.0,1.0,"17,3 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,HD Ready,Var,,Yok,Numerik Tuşlu,Oyun,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Numerik Tuşlu,Oyun,https://www.trendyol.com//msi/bravo-17-a4ddr-039xtr-amd-ryzen-7-4800h-512gb-ssd-rx5500m-freedos-17-3-fhd-tasinabilir-bilgisayar-p-42506310?boutiqueId=544254&merchantId=105378,12.539
32,HDMI,0.0,1.0,1.0,14 inç,1.0,Paylaşımlı,0.0,1.0,HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Siyah,128 GB,,,1366 x 768,HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//hp/14s-fq0014nt-amd-ryzen-3-3250u-8gb-128gb-14-w10-hom-227d6eat3-dizustu-bilgisayar-p-64888220?boutiqueId=544254&merchantId=114271,5.499
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Siyah,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//dell/vostro-3501-tkn35dll01rks-i3-1005g1-8gb-256ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-p-65073039?boutiqueId=544254&merchantId=106664,5.199
16,HDMI,0.0,1.0,1.0,"15,6 inç",0.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,HD Ready,Var,,250 GB altı,Q Türkçe,Ev - Okul,Yok,,,8 GB,Gümüş,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,250 GB altı,Q Türkçe,Ev - Okul,https://www.trendyol.com//technopc/i5-5257u-8gb-256gb-ssd-15-6-dos-p-49242200?boutiqueId=544254&merchantId=212985,4.500
32,HDMI,1.0,1.0,1.0,14 inç,1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Aydınlatmalı,Ev - Okul,Yok,,,32 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Aydınlatmalı,Ev - Okul,https://www.trendyol.com//dell/vostro-5401-n4105bpvn5401emew12-i5-1035g1-32gb-512ssd-2gb-w10p-14-fhd-nb-p-51750206?boutiqueId=544254&merchantId=106664,8.799
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,,,,,,,,,,,,,,,,,,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/ideapad-s145-14igm-intel-celeron-n4000-4gb-128gb-ssd-freedos-14-fhd-81mw003vtx-p-35307022?boutiqueId=544254&merchantId=209074,5.499
32,HDMI,1.0,1.0,1.0,14 inç,1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,Yok,,,16 GB,Pembe,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/hp-pavilion-14-ce3004nt-intel-core-i7-1065g7-16gb-512gb-ssd-mx250-freedos-14-fhd-3h906eaa3-p-53599572?boutiqueId=544254&merchantId=155616,"11.399,98"
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,,Distribütör Garantili,,,,Yok,Numerik Tuşlu Aydınlatmalı,Oyun,Yok,,,8 GB,,240 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Numerik Tuşlu Aydınlatmalı,Oyun,https://www.trendyol.com//casper/excalibur-g770-9300-8dh0x-i5-9300h-rgb-8gb-240gb-ssd-gtx1650-4gb-15-6-freedos-p-32575494?boutiqueId=537784&merchantId=165974,8.599
32,HDMI,1.0,0.0,1.0,14 inç,1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkpad-e14-20ra005utx-intel-core-i5-10210u-16-gb-512-gb-ssd-14-inch-freedos-p-41195328?boutiqueId=544254&merchantId=106934,7.499
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,,Distribütör Garantili,,,,,,Ev - Okul,,,,,Gri,,,,,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ev - Okul,https://www.trendyol.com//dell/xps-15-7590-fs75wp165n03-i7-9750h-32gb-1tbssd-4gb-15-6-w10-pro-tasinabilir-bilgisayar-p-35854767?boutiqueId=544254&merchantId=106664,18.049
