RAM,Bağlantı Girişleri:,Bluetooth,CihazAgirligi,DokunmatikEkran,EkranBoyutu,GCMT,EkranKartiHafizasi,EkranKartiTipi,EkranKarti,EkranOzelligi,Garanti Tipi:,Görüntü Kalitesi:,HDMI:,Hard Disk Kapasitesi:,Kapasite:,Klavye:,Kullanım Amacı:,Optik Sürücü Tipi:,Optik Sürücü:,Panel Tipi:,Ram (Sistem Belleği):,Renk:,SSD Kapasitesi:,Web Color:,Çözünürlük Standartı:,Çözünürlük:,IslemciFrekansi,GHz,IslemciModeli,IslemciNesli,IslemciTipi,IslemciCekirdekSayisi,IsletimSistemi,SarJliKullanimSüresi,url,price
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,0.0,Full HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/ideapad-3-amd-ryzen-5-3500u-8gb-512ssd-15-6-win10-full-hd-p-66395443?boutiqueId=543900&merchantId=152236,6.250
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/l15-amd-ryzen-5-4500u-8gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-20u7001xtx2-p-66340305?boutiqueId=544254&merchantId=107092,7.899
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/l15-amd-ryzen-5-4500u-8gb-256gb-ssd-freedos-15-6-fhd-20u7001xtx-tasinabilir-bilgisayar-p-66340157?boutiqueId=544254&merchantId=107092,7.599
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Gri,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/l15-amd-ryzen-5-4500u-16gb-256gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-20u7001xtx1-p-66340290?boutiqueId=544254&merchantId=107092,7.799
32,HDMI,0.0,1.0,1.0,"15,6 inç",1.0,2 GB,1.0,1.0,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Beyaz,512 GB,,,1366 x 768,HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//hp/15-da2067nt-intel-core-i5-10210u-8gb-512gb-ssd-mx110-freedos-15-6-tasinabilir-bilgisayar-1s7w8eat3-p-66358788?boutiqueId=543900&merchantId=114271,7.299
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,,,,,,Yok,Aydınlatmalı,Oyun,Yok,,,8 GB,,256 GB,,,,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Aydınlatmalı,Oyun,https://www.trendyol.com//hp/pavilion-laptop-15-ec0012nt-amd-ryzen-5-3550h-8gb-256gb-ssd-gtx1650-w-10-home-15-6-fhd-8ey98ea-p-37284693?boutiqueId=537784&merchantId=107638,8.499
32,HDMI,0.0,1.0,1.0,"15,6 inç",1.0,2 GB,1.0,1.0,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Beyaz,256 GB,,,1366 x 768,HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//hp/15-da2067nt-intel-core-i5-10210u-8gb-256gb-ssd-mx110-freedos-15-6-tasinabilir-bilgisayar-1s7w8eat2-p-66358655?boutiqueId=543900&merchantId=114271,6.899
32,HDMI,0.0,1.0,0.0,"15,6 inç",1.0,2 GB,1.0,1.0,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,4 GB,Beyaz,512 GB,,,1366 x 768,HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//hp/15-da2067nt-intel-core-i5-10210u-4gb-512gb-ssd-mx110-freedos-15-6-tasinabilir-bilgisayar-1s7w8eat1-p-66358465?boutiqueId=543900&merchantId=114271,6.799
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,6 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,Yok,,IPS,16 GB,,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Oyun,https://www.trendyol.com//asus/rog-strix-g15-g512lu-hn099-i7-10750h-16gb-ram-512gb-ssd-6gb-gtx1660ti-15-6-fhd-144hz-p-52494214?boutiqueId=544519&merchantId=118442,12.699
32,HDMI,1.0,0.0,1.0,14 inç,1.0,Paylaşımlı,0.0,1.0,Full HD,İthalatçı Garantili,HD Ready,Var,,512 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,Full HD (FHD),1920 x 1080,Full HD,İthalatçı Garantili,HD Ready,Var,1 TB,512 GB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/ideapad-3-i7-1065-14-8g-512ssd-dos-p-66341768?boutiqueId=544254&merchantId=248207,"8.499,99"
32,HDMI,0.0,0.0,1.0,"15,6 inç",1.0,6 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Oyun,Yok,,IPS,16 GB,,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Q Türkçe,Oyun,https://www.trendyol.com//monster/tulpar-t5-v21-1-3-i7-10875h-16gb-512gb-ssd-rtx-2060-15-6-240hz-fhd-win10-p-40258354?boutiqueId=544519&merchantId=105286,15.299
16,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,Full HD,Var,,512 GB,Numerik Tuşlu,Ofis - İş,Yok,,IPS,8 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,Full HD,Var,1 TB,512 GB,Numerik Tuşlu,Ofis - İş,https://www.trendyol.com//lenovo/ideapad-3-15-6-ryzen-5-3500u-8gb-512gb-win10-full-hd-p-66349617?boutiqueId=543900&merchantId=165733,6.689
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB ve altı,0.0,1.0,Full HD,Distribütör Garantili,,,,512 GB,Aydınlatmalı,Oyun,Yok,,,8 GB,Siyah,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Aydınlatmalı,Oyun,https://www.trendyol.com//hp/pavilion-gaming-15-dk1000nt-i5-10300hexa-8-gb-ddr4-p-66341771?boutiqueId=544254&merchantId=154426,"11.449,98"
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,8 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Oyun,https://www.trendyol.com//asus/vivobook-x571li-al080-i7-10750h-8gb-512gb-ssd-4gb-geforce-gtx-1650-ti-15-6-full-hd-endless-notebook-p-46156192?boutiqueId=544254&merchantId=106248,10.899
12,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,Full HD,Var,,512 GB,Q Türkçe,Ev - Okul,Yok,,TN,8 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,Full HD,Var,1 TB,512 GB,Q Türkçe,Ev - Okul,https://www.trendyol.com//lenovo/ideapad-3-15-6-ryzen-5-3500u-8gb-ram-512gb-vega-8-ssd-win10-15-6-full-hd-laptop-15ada05-p-65894125?boutiqueId=543900&merchantId=151873,6.299
32,HDMI,1.0,1.0,1.0,"13,3 inç",1.0,Paylaşımsız,0.0,1.0,Retina,Distribütör Garantili,,,,512 GB,Q Türkçe,Ev - Okul,Yok,,,16 GB,Gri,512 GB,,,2560 x 1600,Retina,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Q Türkçe,Ev - Okul,https://www.trendyol.com//apple/macbook-air-mvh22tuv1-10-nesil-i7-16gb-512gb-ssd-1-2ghz-13-3-s-gray-p-57243060?boutiqueId=544254&merchantId=106664,16.399
12,HDMI,0.0,1.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,HD,Distribütör Garantili,,Yok,,Yok,Q Türkçe,Ev - Okul,Yok,,TN,4 GB,Gri,256 GB,,HD Ready (HD),1366 x 768,HD,Distribütör Garantili,HD Ready,Yok,1 TB,Yok,Q Türkçe,Ev - Okul,https://www.trendyol.com//lenovo/ideapad-81vd00e7tx-intel-core-i3-7020u-4gb-256gb-ssd-freedos-15-6-hd-p-50828423?boutiqueId=544519&merchantId=105013,4.599
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkbook-15-iml-intel-core-i7-1065g7-16-gb-1tb-256gb-ssd-w10-pro-15-6-fhd-20sm003atx21-p-66309641?boutiqueId=544254&merchantId=107092,10.659
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkbook-15-iml-intel-core-i7-1065g7-8-gb-1tb-512-gb-ssd-w10-home-15-6-fhd-20sm003atx14-p-66309725?boutiqueId=544254&merchantId=107092,10.549
32,HDMI,0.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,,16 GB,Q Türkçe,Oyun,Yok,,IPS,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,16 GB,Q Türkçe,Oyun,https://www.trendyol.com//lenovo/82b500futx-legion-5-ryzen5-4600h-16gb-512gb-ssd-4gb-15-6-freedos-p-57574590?boutiqueId=544519&merchantId=104683,10.599
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkbook-15-iml-intel-core-i7-1065g7-16gb-256gb-ssd-w10-pro-15-6-fhd-20sm003atx17-p-66282123?boutiqueId=544254&merchantId=107092,10.309
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,16 GB,Siyah,1 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Ofis - İş,https://www.trendyol.com//dell/vostro-3501-tkn35dll01rks11-i3-1005g1-16gb-1tb-1tbssd-15-6-fhd-freedos-tasinabilir-bilgisayar-p-65007579?boutiqueId=544254&merchantId=106664,6.749
32,HDMI,1.0,1.0,1.0,16 inç,1.0,8 GB,1.0,1.0,Full HD,Distribütör Garantili,Full HD,Var,,256 GB,Q Türkçe,Oyun,Yok,,,8 GB,Siyah,256 GB,,,1920 x 1200,Full HD,Distribütör Garantili,Full HD,Var,1 TB,256 GB,Q Türkçe,Oyun,https://www.trendyol.com//hp/pavilion-gaming-laptop-1y7d5ea-16-a0000nt-p-63087650?boutiqueId=544254&merchantId=110032,7.789
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,6 GB,1.0,1.0,Full HD,Distribütör Garantili,,Var,,16 GB,Numerik Tuşlu,Oyun,Yok,,,16 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,16 GB,Numerik Tuşlu,Oyun,https://www.trendyol.com//hp/omen-15-dh1006nt-132z0ea-intel-core-i7-10750h-16gb-512gb-ssd-6gb-gtx1660-ti-15-6-freedos-p-47888398?boutiqueId=544519&merchantId=106248,12.999
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,Yok,,,8 GB,Siyah,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Oyun,https://www.trendyol.com//lenovo/81ye0095tx-v15-iwl-intel-core-i7-8565u-8gb-256gb-ssd-mx110-freedos-15-6-tasinabilir-bilgisayar-p-34349936?boutiqueId=544254&merchantId=144887,9.699
32,HDMI,1.0,1.0,1.0,13 inç,1.0,4 GB,0.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Aydınlatmalı,Ev - Okul,Yok,,,16 GB,Gri,256 GB,,,2560 x 1600,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Aydınlatmalı,Ev - Okul,https://www.trendyol.com//apple/macbook-pro-mxk32tuv2-i7-16gb-256gb-ssd-13-uzay-gri-8-nesil-1-7ghz-4-5ghz-tboost-p-47123213?boutiqueId=544254&merchantId=106664,17.599
32,HDMI,1.0,1.0,1.0,"15,6 inç",1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,HD Ready,Var,,512 GB,Aydınlatmalı,Ev - Okul,Yok,,IPS,8 GB,Siyah,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Aydınlatmalı,Ev - Okul,https://www.trendyol.com//acer/tmp215-intel-core-i5-10210-8gb-512gb-ssd-mx230-linux-15-6-fhd-p-62441969?boutiqueId=544254&merchantId=228212,6.700
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkbook-15-iml-intel-core-i7-1065g7-8gb-512-gb-ssd-freedos-15-6-fhd-20sm003atx2-p-66252699?boutiqueId=544254&merchantId=107092,9.349
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,256 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkbook-15-iml-intel-core-i7-1065g7-8gb-1tb-256gb-ssd-w10-pro-15-6-fhd-20sm003atx20-p-66173591?boutiqueId=544254&merchantId=107092,10.359
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,1 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/e15-i7-10510u-32gb-1tb-ssd-20rd0065txz20-w10p-15-6-fhd-p-58678526?boutiqueId=544254&merchantId=109354,"14.342,73"
32,HDMI,1.0,1.0,1.0,"13,3 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Aydınlatmalı,Oyun,DVD Yazıcı,,,16 GB,Siyah,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Aydınlatmalı,Oyun,https://www.trendyol.com//dell/xps-7390-fs510wp165n-i7-10510u-16gb-512gb-ssd-13-3-windows-10-pro-p-32241484?boutiqueId=544519&merchantId=106934,14.799
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkbook-15-iml-intel-core-i7-1065g7-8-gb-1tb-512-gb-ssd-freedos-15-6-fhd-20sm003atx6-p-66211227?boutiqueId=544254&merchantId=107092,9.669
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkbook-15-iml-intel-core-i7-1065g7-8-gb-512-gb-ssd-w10-home-15-6-fhd-20sm003atx10-p-66211273?boutiqueId=544254&merchantId=107092,10.109
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,HD,Distribütör Garantili,,,,Yok,RGB,Ofis - İş,Yok,,,8 GB,Gri,Yok,,,1920 x 1080,HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,RGB,Ofis - İş,https://www.trendyol.com//lenovo/thinkpad-x1-tablet-20kks5mm01-i5-8250-8gb-256gb-ssd-13-w10pro-p-66202323?boutiqueId=544254&merchantId=113391,"15.647,90"
32,HDMI,0.0,1.0,1.0,14 inç,1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,Full HD,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,20 GB,Gri,256 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,Full HD,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/v14-iil-intel-core-i7-1065g7-20gb-ram-256gb-ssd-mx350-freedos-14-fhd-82c4015qtxt5-p-66181672?boutiqueId=544254&merchantId=114271,9.149
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,64 GB,Gri,1 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/mws-p15v-xeon-w-10855m-64gb-1tb-ssd-20tq004vtxz2-w10p-15-6-fhd-p-66173623?boutiqueId=544254&merchantId=109354,"26.530,96"
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,1 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/mws-p15v-xeon-w-10855m-32gb-1tb-1tb-ssd-20tq004vtxz7-w10p-15-6-fhd-dizustu-bilgisayar-p-66173664?boutiqueId=544254&merchantId=109354,"24.866,28"
32,HDMI,0.0,1.0,1.0,14 inç,1.0,2 GB,1.0,1.0,Full HD,Distribütör Garantili,Full HD,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,TN,20 GB,Gri,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,Full HD,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/v14-iil-intel-core-i7-1065g7-20-gb-ram-512-gb-ssd-mx350-freedos-14-fhd-82c4015qtxt6-p-66193962?boutiqueId=544254&merchantId=114271,9.449
32,HDMI,1.0,0.0,1.0,"15,6 inç",0.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ev - Okul,DVD RW,,,8 GB,Siyah,256 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ev - Okul,https://www.trendyol.com//hp/250-g7-1q2w4es-i7-1065g7-8gb-256ssd-15-6-freedos-fullhd-tasinabilir-bilgisayar-p-48102759?boutiqueId=544519&merchantId=131190,7.799
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,1 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/mws-p15v-xeon-w-10855m-16gb-1tb-ssd-20tq004vtxz1-w10p-15-6-fhd-p-66173616?boutiqueId=544254&merchantId=109354,"23.929,89"
32,HDMI,1.0,0.0,1.0,"17,3 inç",1.0,4 GB,1.0,1.0,,Distribütör Garantili,,,,500 GB,Q Türkçe,Oyun,,,,8 GB,,500 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,500 GB,Q Türkçe,Oyun,https://www.trendyol.com//monster/abra-a7-v11-3-1-i7-10750h-8gb-500gb-4gb-gtx1650ti-17-120hz-full-hd-freedos-p-38861877?boutiqueId=529052&merchantId=105286,10.399
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,64 GB,Gri,2 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/mws-p15v-xeon-w-10855m-64gb-2tb-ssd-20tq004vtxz5-w10p-15-6-fhd-dizustu-bilgisayar-p-66173657?boutiqueId=544254&merchantId=109354,"29.964,38"
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,2 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/mws-p15v-xeon-w-10855m-16gb-2tb-ssd-20tq004vtxz3-w10p-15-6-fhd-p-66173630?boutiqueId=544254&merchantId=109354,"28.923,95"
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,512 GB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkbook-15-iml-intel-core-i7-1065g7-16gb-512gb-ssd-w10-home-15-6-fhd-20sm003atx11-p-66181645?boutiqueId=544254&merchantId=107092,10.409
32,HDMI,1.0,1.0,1.0,"11,6 inç",1.0,Paylaşımlı,0.0,1.0,Full HD,İthalatçı Garantili,,Var,,64 GB,Q Türkçe,Ev - Okul,Yok,,,2 GB,Siyah,32 GB,,,1920 x 1080,Full HD,İthalatçı Garantili,HD Ready,Var,1 TB,64 GB,Q Türkçe,Ev - Okul,https://www.trendyol.com//ixtech/thinbook-p-58925193?boutiqueId=544254&merchantId=248872,2.189
16,HDMI,1.0,1.0,1.0,14 inç,1.0,Paylaşımlı,0.0,0.0,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,512 GB,,Full HD (FHD),1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/thinkpad-e14-amd-ryzen-7-4700u-8gb-512gb-ssd-freedos-14-fhd-20t60023tx-p-50783493?boutiqueId=544519&merchantId=106934,7.099
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,2 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,Yok,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/mws-p15v-xeon-w-10855m-32gb-2tb-ssd-20tq004vtxz4-w10p-15-6-fhd-dizustu-bilgisayar-p-66173644?boutiqueId=544254&merchantId=109354,"29.096,77"
32,HDMI,1.0,0.0,1.0,"15,6 inç",1.0,4 GB,1.0,1.0,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,1 TB,,,1920 x 1080,Full HD,Distribütör Garantili,HD Ready,Var,1 TB,1 TB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/mws-p15v-xeon-w-10855m-16gb-1tb-1tb-ssd-20tq004vtxz6-w10p-15-6-fhd-p-66173723?boutiqueId=544254&merchantId=109354,"24.242,02"
32,HDMI,1.0,1.0,1.0,11 inç,1.0,2 GB,0.0,1.0,Full HD,İthalatçı Garantili,HD Ready,Var,,32 GB,Q Türkçe,Ofis - İş,Yok,,IPS,2 GB,Siyah,Yok,,,1920 x 1080,Full HD,İthalatçı Garantili,HD Ready,Var,1 TB,32 GB,Q Türkçe,Ofis - İş,https://www.trendyol.com//ixtech/thinbook-dizustu-bilgisayar-p-44581799?boutiqueId=544254&merchantId=194878,"2.239,99"
32,HDMI,1.0,1.0,1.0,"13,3 inç",1.0,Paylaşımlı,0.0,1.0,Retina,Distribütör Garantili,,,,512 GB,Q Türkçe,Ev - Okul,Yok,,,32 GB,Gri,512 GB,,,2560 x 1440,Retina,Distribütör Garantili,HD Ready,Var,1 TB,512 GB,Q Türkçe,Ev - Okul,https://www.trendyol.com//apple/macbook-pro-mwp42tuv1-i5-32gb-512gb-ssd-2-0ghz-10-nesil-13-bilgisayar-p-52200021?boutiqueId=544519&merchantId=106664,21.599
32,HDMI,1.0,0.0,1.0,14 inç,1.0,16 GB,0.0,1.0,Full HD,İthalatçı Garantili,HD Ready,Var,1 TB,16 GB,Q Türkçe,Ofis - İş,Yok,,IPS,16 GB,Gri,1 TB,,Full HD (FHD),1920 x 1080,Full HD,İthalatçı Garantili,HD Ready,Var,1 TB,16 GB,Q Türkçe,Ofis - İş,https://www.trendyol.com//lenovo/ideapad-5-i7-1065-14-16g-1tb-ssd-2g-dos-p-65682716?boutiqueId=544254&merchantId=248207,"11.599,99"
